record,name,cpf,birthday,Gluconise,Adrino_posina,Gamma_R,Nitro_K,H278,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
64010,Lorena Viana,28061974304,2011-09-24,1012.7112,Uncovered,5,3.01,5155.89,B,5,1,AB,+,True,False,False
55779,Caio Melo,98204763565,2006-12-11,1026.5002,Capsuled,7,2.62,1256.09,B,3,0,O,-,True,False,False
84465,Leonardo Viana,83952741060,2012-07-03,930.8015,Uncovered,4,2.61,1122.65,CS,3,1,B,+,False,True,False
40553,Luigi da Mota,83659240729,2022-06-05,,Uncovered,9,2.61,1125.19,DD,3,0,,-,True,False,False
6892,Sra. Stephany Melo,75920364874,2005-07-26,1073.2272,Clinical Done,8,4.57,20750.67,X,7,1,AB,+,True,False,False
24745,Dra. Manuela Novaes,53796201407,2008-07-30,1172.3922,,8,4.76,22612.7,B,7,1,O,+,True,False,False
17274,Catarina da Mata,46823057190,2016-09-14,1044.8058,,6,2.92,4176.06,DD,4,1,,+,True,False,False
44313,Dr. Samuel Sales,28430517626,2000-07-05,1002.1211,Capsuled,6,4.66,21608.05,CS,7,0,A,-,False,True,True
82143,Dra. Ana Luiza Castro,12538946719,2009-08-25,1173.7026,Covered,5,5.32,28231.05,X,7,1,,+,True,False,False
23493,Ian Silveira,15643209870,2013-06-16,975.6294,Covered,2,3.93,14276.32,DD,6,0,O,+,True,False,False
38819,Juan Caldeira,59203716840,2022-03-23,1151.2443,Clinical Done,5,2.77,2715.76,DD,4,1,AB,-,False,True,False
58720,Davi Luiz Nogueira,48673905184,2000-12-30,1207.9842,Clinical Done,4,3.67,11681.35,CS,6,0,O,+,True,False,False
25365,Maria Vitória Caldeira,26805197449,2011-02-09,1296.1698,Uncovered,1,2.81,3121.73,CS,4,0,O,-,False,True,False
9333,Antônio Dias,67015289377,2013-12-18,1041.1851,Capsuled,5,4.47,19736.13,DD,7,1,B,+,False,True,False
86509,Diogo da Mata,34510926898,2021-12-05,1062.2872,Clinical Done,6,5.06,25645.16,X,7,1,AB,-,True,False,False
83747,Júlia Nogueira,50419286730,2015-06-03,1188.0906,Clinical Done,1,6.84,43375.77,DD,8,0,O,+,False,True,True
19511,Letícia Gomes,32495186700,2013-02-02,1035.1283,Capsuled,6,3.83,13351.6,CS,6,0,,+,False,True,False
75890,Lucas Gabriel Barbosa,32970845105,2010-01-18,1121.3403,,5,2.77,2736.21,B,4,0,B,+,True,False,False
73512,Gustavo Henrique Porto,19062837450,2012-10-05,1041.0439,Uncovered,2,4.18,16840.47,DD,6,1,O,-,False,True,False
79502,Pedro Lucas Barros,50936178493,2016-09-07,1004.1873,,9,2.75,2475.45,CS,4,1,O,+,True,False,False
84913,Dra. Carolina Sales,86907534274,2019-03-20,872.0558,Uncovered,3,2.62,1254.15,DD,3,0,AB,+,False,True,False
97710,Rodrigo Moraes,57903462199,2002-09-11,1045.4514,Covered,5,2.66,1635.85,A,3,0,B,+,False,True,False
6935,Thiago Rodrigues,83051497657,2017-06-18,1130.6091,Clinical Done,3,2.79,2938.38,DD,4,0,,-,True,False,False
75164,Dra. Stephany Pinto,85120637426,2012-05-07,1067.8948,Covered,5,3.38,8804.35,,5,1,AB,+,False,True,True
33182,Lavínia Silveira,34692815051,2011-02-25,968.9948,Covered,4,4.16,16641.0,X,6,0,AB,+,False,True,True
68747,Júlia Ferreira,28479503629,2012-05-13,1067.4278,Covered,5,2.79,2940.31,DD,4,0,,+,False,True,True
49867,Lorenzo Carvalho,45860327900,2004-12-29,1316.1089,Uncovered,1,3.32,8201.59,DD,5,0,A,+,False,True,False
93755,Stella Nogueira,17509342805,2004-06-26,1018.7896,,4,4.64,21464.51,DD,7,1,O,-,True,False,False
24738,Dr. Igor Jesus,20431978514,2019-02-14,896.0438,Capsuled,5,3.12,6249.36,X,5,0,O,-,True,False,False
48053,João Lucas Farias,19520687467,2004-03-28,1351.9706,Covered,5,2.54,470.75,X,2,1,O,+,True,False,False
58022,Isabelly Fernandes,37596042180,2005-08-10,927.0982,Uncovered,3,3.29,7897.02,X,5,1,,+,True,False,False
85722,Kamilly Freitas,69543872155,2021-07-24,1320.0021,,4,5.08,25774.79,X,7,0,AB,+,True,False,False
6187,Maria Vitória Farias,20549736883,2022-05-14,1134.5524,Capsuled,4,3.02,5239.76,B,5,1,,+,False,True,False
26949,Enrico Souza,20795413823,2002-05-19,760.3155,,10,2.93,4313.47,DD,4,0,O,-,True,False,False
11503,Kaique Moreira,61582934746,2021-02-08,992.7972,Uncovered,0,3.16,6632.02,X,5,0,B,+,True,False,False
10414,Anthony Silva,92487013532,2003-01-12,985.5837,Clinical Done,5,3.28,7793.92,X,5,0,B,+,True,False,False
14584,Ana Lívia Jesus,15473806244,2012-10-23,983.4131,Clinical Done,2,2.58,867.43,DD,3,0,B,+,True,False,False
56633,Antônio Mendes,47081235662,2018-01-14,979.0607,Covered,8,3.17,6747.74,,5,1,O,+,False,True,True
67998,Sophie Silveira,20569817340,2008-06-18,1162.0187,Clinical Done,3,2.77,2770.06,CS,4,0,AB,-,False,True,False
92536,Renan Costela,5948273105,2015-05-14,1103.3051,Clinical Done,5,3.55,10498.66,DD,6,0,B,+,False,True,False
19802,Melissa Costa,68201754930,2001-09-23,1304.9965,Capsuled,4,3.25,7525.02,CS,5,0,,+,False,True,False
90621,Dra. Melissa da Mata,73526481008,2020-01-20,991.6146,Uncovered,3,3.34,8413.92,,5,0,B,+,True,False,False
21546,Maria Clara Almeida,54837129005,2012-01-31,1020.5095,Uncovered,3,4.08,15801.16,CS,6,1,AB,+,False,True,False
12532,Sra. Maria Eduarda Martins,38145276900,2010-08-04,1169.3068,Uncovered,3,3.25,7494.03,A,5,1,AB,+,True,False,False
68401,Pietro Monteiro,82140956389,2010-05-14,1022.5271,Covered,6,2.84,3413.61,DD,4,0,B,+,True,False,False
67306,Letícia Peixoto,43701685207,2018-01-19,957.2097,Uncovered,7,2.61,1150.1,DD,3,0,,-,False,True,True
63657,Thales Moura,59608231442,2009-10-26,1105.2844,Uncovered,6,2.59,893.23,DD,3,1,,-,False,True,True
85903,Evelyn Souza,62098354142,2008-07-23,845.7676,Covered,1,2.97,4748.07,CS,4,1,O,+,False,True,False
74860,Joaquim Ramos,69182347573,2012-03-17,818.4797,Capsuled,4,2.9,4062.64,DD,4,0,B,+,False,True,False
8185,Rafaela da Luz,3754621807,2022-03-20,948.1006,,4,2.86,3582.53,X,4,1,B,+,False,True,False
26202,Davi Luiz Ramos,70314562826,2004-05-15,1146.1422,Clinical Done,4,3.88,13815.66,,6,0,A,+,True,False,False
97681,Marcos Vinicius Pinto,72916038469,2020-12-08,1204.027,Covered,5,3.41,9116.88,X,5,1,B,-,True,False,False
62042,Maria Vitória Duarte,53126749828,2017-08-09,844.4185,Capsuled,6,5.37,28752.56,CS,7,0,O,-,False,True,False
50151,Srta. Ana Lívia Pires,17092854601,2013-11-08,932.6165,Uncovered,4,2.64,1458.49,CS,3,0,AB,+,False,True,False
86747,Pietra da Mata,84365092189,2021-07-14,1104.8465,Clinical Done,3,2.65,1557.19,DD,3,1,,+,False,True,True
71004,Murilo Fernandes,6891273595,2001-06-09,1087.879,,4,2.99,4950.65,DD,5,1,O,-,False,True,False
18327,Cauê da Cruz,6423579199,2019-07-31,876.5597,,4,4.74,22392.56,DD,7,0,O,+,False,True,True
1779,Francisco Ferreira,17024369850,2004-02-10,1209.1084,Clinical Done,2,4.04,15373.52,X,6,1,AB,+,False,True,True
73767,Renan da Rocha,26853710444,2011-11-27,978.8136,Covered,6,3.12,6176.23,X,5,0,AB,+,False,True,False
37017,Lívia Duarte,8351962406,2019-05-10,1014.1442,Clinical Done,5,5.9,34042.89,CS,8,1,B,+,False,True,True
55247,Larissa Cunha,76198430278,2018-02-20,907.0083,Uncovered,8,2.68,1839.63,B,3,0,AB,+,True,False,False
48158,Dr. João Felipe Barros,63589210451,2012-10-08,1249.8512,Clinical Done,3,3.68,11837.12,DD,6,0,A,+,False,True,True
79613,Alana das Neves,84905627176,2002-11-14,1241.3622,Uncovered,6,4.76,22576.43,DD,7,0,O,+,True,False,False
80034,Nathan Nunes,94518732014,2009-05-18,986.1829,Capsuled,4,4.74,22373.85,B,7,0,O,+,False,True,True
75816,Alexandre Lima,41568203942,2018-08-04,1273.9815,Uncovered,6,2.67,1736.64,DD,3,1,,+,False,True,False
43919,Laura Silveira,84736295074,2006-03-08,1230.7777,Capsuled,3,2.74,2418.85,DD,4,1,AB,+,True,False,False
38189,Caroline Aragão,27609413534,2002-05-23,1166.4501,Capsuled,4,5.28,27795.06,CS,7,0,O,+,True,False,False
15057,Dr. Luiz Miguel Gonçalves,43897261022,2012-11-04,1025.8795,Capsuled,3,5.89,33874.73,DD,8,0,O,-,True,False,False
77992,Ryan Lopes,14850732941,2008-02-05,1199.7728,Covered,7,3.14,6405.66,X,5,1,AB,+,False,True,False
16992,Samuel Santos,73296584137,2021-03-15,902.3837,Clinical Done,3,2.61,1156.82,A,3,1,,+,True,False,False
40112,Ana Beatriz da Rocha,29768054310,2020-03-12,931.7903,Capsuled,2,4.49,19922.64,X,7,1,,+,True,False,False
3147,Dr. Davi Lucca Ferreira,62589037465,2017-05-17,978.8506,Clinical Done,8,5.77,32754.02,DD,8,1,,+,True,False,False
17458,Nina da Rosa,91307856420,2005-02-27,1141.5965,Uncovered,1,2.64,1425.57,B,3,1,O,+,True,False,False
34297,Ana Lívia Santos,72059613868,2022-07-25,1278.938,Clinical Done,5,2.51,93.93,,1,1,,+,True,False,False
63237,Emanuel Nogueira,23546710916,2013-11-28,663.5682,Clinical Done,5,3.41,9149.5,,5,0,O,+,True,False,False
10156,João Pedro Correia,90361852703,2019-10-08,1004.2878,Clinical Done,3,5.38,28820.07,DD,7,1,B,+,True,False,False
23398,Bárbara Teixeira,70538691484,2011-02-27,876.1834,,8,2.99,4911.01,DD,5,0,B,+,True,False,False
9004,Sra. Maria Clara Ramos,68791430593,2015-06-25,1116.589,,3,2.81,3100.21,DD,4,1,AB,+,False,True,False
14681,Stephany Jesus,7538296492,2007-06-30,757.7283,Capsuled,4,3.16,6620.55,B,5,0,AB,+,False,True,False
60577,Cecília Novaes,6529817395,2003-04-11,1365.924,Uncovered,5,3.04,5426.44,DD,5,1,AB,+,False,True,True
66187,Vitor Gabriel da Paz,46183027987,2011-09-13,911.276,Uncovered,5,2.86,3576.56,CS,4,0,B,-,False,True,False
60243,Kevin Gomes,67351240817,2007-09-30,1296.3538,Clinical Done,7,4.29,17888.82,DD,7,1,,-,True,False,False
16318,Vitor Gabriel Barros,13956847237,2016-02-29,774.2161,Capsuled,4,4.87,23672.67,DD,7,1,O,+,True,False,False
40556,Maysa Martins,95038214797,2008-05-20,1117.6105,Capsuled,3,2.73,2329.67,X,4,1,B,-,False,True,False
21970,Heloísa Costa,54038927610,2012-08-26,1338.4087,Capsuled,4,2.53,322.27,CS,2,0,AB,-,True,False,False
60467,Enrico da Rosa,74281596011,2003-03-20,1268.9134,Covered,3,3.34,8408.68,B,5,0,,+,False,True,False
93560,Sra. Amanda Cardoso,67503912499,2012-07-21,795.256,Clinical Done,3,3.41,9140.69,DD,5,1,A,+,False,True,True
15923,Ryan Lima,24983156755,2006-12-28,787.1615,,3,2.73,2304.42,A,4,0,O,+,True,False,False
40869,Evelyn Cardoso,86014735208,2003-07-15,709.1257,Clinical Done,6,2.57,700.06,CS,3,0,B,-,False,True,True
79168,Ana Sophia Melo,47031925860,2019-07-21,1104.6954,Clinical Done,8,2.65,1509.57,B,3,1,A,+,True,False,False
25057,Maria Alice Cardoso,17265340906,2006-06-07,,Uncovered,4,2.88,3851.7,B,4,1,B,-,True,False,False
98610,Alexandre Correia,63745908139,2007-01-15,1375.751,Covered,7,2.87,3689.31,B,4,1,B,+,False,True,False
44700,Ryan Peixoto,80362459142,2015-12-01,1173.1007,,3,2.58,867.59,B,3,1,B,+,False,True,True
42511,Luna Nunes,35968172428,2021-12-14,1303.3736,Clinical Done,3,2.94,4457.94,CS,4,0,O,+,False,True,True
97645,Vitor Hugo Rezende,15637940800,2015-03-14,919.3759,Covered,4,4.05,15537.22,A,6,1,O,+,True,False,False
46860,Sra. Maria Fernanda da Paz,58734019693,2010-08-14,976.8125,Clinical Done,4,2.75,2500.77,A,4,1,O,-,True,False,False
71653,Alana da Mata,41832950760,2018-02-22,1020.1634,Uncovered,6,2.54,469.85,B,2,0,O,+,True,False,False
10992,Maria Dias,32164580753,2015-08-10,739.1712,Uncovered,7,3.03,5341.94,X,5,0,B,+,True,False,False
21368,Carlos Eduardo Pinto,74295806102,2017-07-03,739.4566,Covered,10,2.79,2899.35,X,4,0,O,+,False,True,False
9177,Sr. Luiz Miguel Cardoso,61985427346,2014-04-26,1041.2524,Covered,7,3.56,10583.53,DD,6,1,B,-,True,False,False
53631,Raquel Novaes,13926784040,2019-02-06,934.2048,Covered,5,2.97,4714.7,B,4,1,O,+,False,True,False
27433,Júlia Pereira,20971653461,2010-06-14,998.2503,Clinical Done,4,5.66,31660.51,DD,8,0,O,+,True,False,False
59288,Sr. Alexandre Santos,17642938519,2021-08-12,777.667,,6,3.91,14125.28,B,6,1,B,-,True,False,False
94154,Julia da Cruz,83264079500,2012-09-01,1275.2613,Clinical Done,8,2.55,556.2,A,2,0,AB,-,False,True,True
49735,Matheus Ramos,89163207559,2005-01-06,1084.8564,Uncovered,3,2.87,3719.17,DD,4,0,A,+,False,True,True
72146,Nathan Caldeira,35812904642,2023-03-14,910.9364,Clinical Done,3,3.18,6826.84,DD,5,1,,+,True,False,False
10217,Carolina Moreira,42019567334,2019-01-14,1169.449,Capsuled,4,4.82,23257.22,CS,7,1,AB,+,True,False,False
33187,Lucca Peixoto,8269547310,2000-05-03,1169.8644,Capsuled,2,5.52,30236.95,X,8,1,A,+,True,False,False
6189,Valentina da Cunha,58192064360,2006-07-30,1057.5837,Covered,11,2.5,57.06,CS,1,0,O,+,False,True,False
76648,Bianca Nascimento,62389170595,2010-07-11,824.3503,,6,3.47,9730.18,B,5,1,B,+,False,True,True
15104,Samuel Costela,29415073888,2008-03-03,621.7996,Uncovered,4,5.05,25505.9,A,7,1,O,+,True,False,False
70149,Srta. Maria Vitória da Paz,7689145310,2009-06-21,1368.3364,Capsuled,4,3.71,12075.19,B,6,1,O,+,False,True,False
90834,Ryan Nogueira,70391465848,2008-01-26,1099.8366,Clinical Done,5,4.06,15589.61,,6,0,AB,+,False,True,True
64981,Melissa Pereira,72398461564,2008-12-17,933.0502,Covered,2,2.65,1493.8,X,3,0,A,-,True,False,False
33146,Ana Vitória Rezende,24879510602,2001-03-24,865.1463,Clinical Done,2,2.93,4297.18,X,4,0,A,+,False,True,False
67012,Sabrina da Luz,36527014961,2000-08-27,538.372,Clinical Done,2,2.54,458.17,CS,2,1,,+,False,True,False
86445,Sofia Aragão,23674150808,2021-12-28,1211.6524,Clinical Done,4,2.87,3676.19,CS,4,1,,+,False,True,False
92564,Ana Júlia Cardoso,32681740517,2002-12-18,986.8777,Covered,7,4.48,19830.96,CS,7,0,AB,-,True,False,False
79008,Miguel Pinto,73986245065,2015-10-04,1060.7942,Uncovered,7,3.34,8400.11,X,5,1,AB,+,True,False,False
72862,Srta. Emanuella Caldeira,41265879346,2013-03-16,979.7127,Uncovered,7,5.86,33586.39,DD,8,1,O,-,False,True,False
74439,Gabrielly da Paz,90415876320,2002-11-16,987.1044,Uncovered,7,2.53,351.45,B,2,0,B,+,True,False,False
58867,Luiza Ferreira,54390267892,2015-07-12,1105.7713,Covered,3,3.18,6787.52,DD,5,0,AB,+,False,True,True
13819,Ryan Cardoso,42613507934,2018-09-03,741.3806,Uncovered,2,3.54,10394.5,DD,6,0,,-,True,False,False
13304,Alana da Mata,83147509648,2023-04-18,871.3148,Clinical Done,6,2.5,65.85,X,1,0,,-,True,False,False
54795,Pedro Lucas Cunha,93174852609,2001-05-04,1107.402,Clinical Done,5,3.19,6879.61,CS,5,1,O,-,True,False,False
6947,Fernando Teixeira,32598460189,2002-03-14,1228.7868,Uncovered,5,2.56,658.2,B,3,1,O,+,False,True,False
39260,João Lucas Dias,65012438744,2016-05-29,1080.2109,Uncovered,4,3.42,9252.98,DD,5,1,AB,+,False,True,True
69580,Paulo Gonçalves,29175480379,2002-10-22,1101.3187,Uncovered,5,4.24,17411.2,B,6,1,AB,-,False,True,True
74348,Dra. Alana Gonçalves,10942756380,2022-04-20,826.9373,Clinical Done,4,3.2,7070.63,A,5,1,AB,+,False,True,False
52043,Luna Cardoso,35291874023,2011-03-17,871.856,Capsuled,6,4.39,18912.32,A,7,0,O,-,True,False,False
95714,Gabriela Duarte,85427061967,2005-05-29,1056.3039,Clinical Done,3,3.45,9533.59,,5,1,A,+,False,True,False
10700,Raquel Carvalho,82950317405,2013-10-20,1028.148,Uncovered,5,2.93,4302.8,B,4,0,O,+,False,True,False
15742,Yasmin Gomes,68042159315,2009-05-19,965.4113,Capsuled,10,4.52,20265.84,X,7,0,AB,+,True,False,False
59211,Agatha da Mata,75162830453,2009-12-29,1001.5246,Uncovered,2,3.16,6603.39,CS,5,1,O,+,False,True,True
16500,João Lucas Freitas,37105864290,2002-01-03,683.1801,Clinical Done,3,3.97,14726.82,B,6,1,AB,+,True,False,False
84621,Joana Jesus,98436517237,2014-10-07,689.0407,Uncovered,4,3.85,13522.17,,6,0,AB,-,False,True,True
14602,Dra. Alexia Novaes,4738295683,2000-01-21,1128.7118,Clinical Done,7,3.09,5947.14,X,5,0,O,+,True,False,False
51542,Luiz Miguel Santos,59273816002,2003-12-19,1006.0672,Capsuled,2,3.21,7118.96,DD,5,1,O,+,False,True,False
7428,Letícia Nogueira,19275486085,2001-12-20,844.0471,Clinical Done,6,3.51,10089.95,DD,6,1,B,+,False,True,False
26935,Diego Gomes,71950482332,2005-08-02,1060.0347,Uncovered,6,4.69,21928.77,A,7,1,A,+,True,False,False
55866,Alice da Cruz,16345027871,2010-01-16,1698.3754,Uncovered,6,2.69,1940.76,DD,4,0,,+,True,False,False
59817,Isabelly Peixoto,28746130535,2020-06-18,878.1921,Capsuled,3,7.75,52485.49,B,9,0,O,+,False,True,False
92165,Maria Fernanda Almeida,94765180301,2010-08-16,1078.833,,11,2.61,1146.41,,3,0,O,+,True,False,False
39599,Nicolas Lima,69078154276,2002-07-22,991.4142,Clinical Done,1,2.65,1537.43,X,3,1,B,+,True,False,False
66202,Fernanda Barros,97546108357,2023-01-30,888.9373,Capsuled,7,2.52,202.25,,2,0,B,-,False,True,True
81147,Pedro Miguel Silveira,62379184500,2018-01-27,849.0594,,7,2.7,2014.06,DD,4,1,AB,+,True,False,False
17740,Letícia Souza,91074362896,2018-02-10,1220.3296,Clinical Done,2,3.97,14705.42,B,6,1,O,-,False,True,False
4137,Gustavo Cardoso,64293517006,2016-06-24,895.9149,Covered,5,3.8,13027.14,DD,6,0,B,+,True,False,False
49363,Sr. Miguel Azevedo,3279581621,2014-03-24,651.1347,Uncovered,2,4.7,22069.1,B,7,1,,+,False,True,False
2135,Anthony Fogaça,70431652961,2011-10-05,1353.4599,Clinical Done,10,3.69,11899.31,CS,6,1,O,+,False,True,False
25361,Catarina Sales,20461358905,2016-04-07,872.7912,,4,3.24,7406.74,X,5,0,A,+,False,True,False
73713,Srta. Amanda Moraes,19403286750,2010-03-04,1152.2528,Clinical Done,4,2.73,2318.92,B,4,1,AB,-,False,True,True
62338,Srta. Gabrielly Cavalcanti,95314768020,2019-04-15,1056.2866,Uncovered,3,3.95,14570.96,DD,6,0,O,+,True,False,False
77940,Clara Moura,3825947629,2017-07-19,935.4296,Clinical Done,6,4.06,15641.47,CS,6,0,B,+,True,False,False
39660,Cauê Cardoso,4713659800,2022-04-23,1344.9981,Covered,9,2.91,4163.31,DD,4,0,AB,+,True,False,False
9297,Dra. Alice Pinto,39268457083,2011-04-21,813.5332,Uncovered,6,,5524.04,DD,5,0,B,+,False,True,False
29782,André Moura,1432578979,2007-09-11,1059.2966,Clinical Done,4,3.27,7686.47,X,5,1,AB,-,True,False,False
20905,Sr. João da Paz,89352104714,2000-09-21,1090.1875,Uncovered,6,2.55,478.9,CS,2,1,AB,+,True,False,False
69062,Luiz Felipe Moreira,82376109469,2016-07-30,705.3973,Clinical Done,8,3.88,13802.7,DD,6,1,,+,False,True,True
58198,Bernardo Ribeiro,71023869586,2021-08-25,833.8997,Capsuled,6,3.28,7824.11,B,5,1,B,+,False,True,True
41479,Ana Beatriz Rezende,49308572104,2010-06-16,1165.043,Clinical Done,3,2.52,247.95,X,2,0,O,+,False,True,False
50283,Breno da Paz,56790328130,2015-06-07,1406.6671,Clinical Done,4,2.8,3047.38,X,4,0,A,+,True,False,False
3968,Vitor Hugo Alves,92137540860,2013-10-24,1134.5046,Clinical Done,3,2.93,4296.96,X,4,1,A,-,False,True,False
52090,Dra. Ana Laura Jesus,49657130280,2016-07-27,533.2913,Capsuled,7,3.91,14089.87,X,6,0,AB,+,False,True,False
80757,Vicente Pinto,83520761912,2000-01-07,1222.2455,Clinical Done,6,2.81,3078.52,X,4,0,AB,+,False,True,True
86591,Mariana Santos,64093751234,2020-01-07,671.0993,Covered,2,4.49,19946.64,B,7,0,A,+,False,True,False
29704,Felipe Rodrigues,70594821649,2012-07-24,819.744,Uncovered,10,2.58,794.7,,3,1,O,+,True,False,False
59975,Sr. Pedro Lucas Ribeiro,30529614898,2009-09-04,993.178,Clinical Done,5,2.59,905.45,X,3,1,B,-,True,False,False
66330,Vinicius Lima,3965782177,2009-10-14,1035.9845,,4,6.51,40097.2,B,8,1,AB,+,True,False,False
8373,Vitor Hugo Fernandes,47931526864,2009-11-18,968.5301,Covered,5,3.62,11252.45,X,6,1,O,+,True,False,False
60700,Emanuel Gonçalves,13278504941,2021-10-22,945.4847,Covered,7,3.87,13768.03,CS,6,0,AB,-,False,True,True
41285,Augusto Moura,84713605271,2014-01-07,1477.2314,Capsuled,3,5.36,28645.06,CS,7,1,O,-,False,True,False
78088,Eloah da Mota,62801793469,2011-03-01,706.5786,Capsuled,11,2.79,2944.07,B,4,1,B,-,True,False,False
74693,Bryan Silva,80264153960,2009-02-21,1055.8746,,5,4.07,15687.94,CS,6,0,A,+,False,True,False
42036,Sr. Pedro Lucas Correia,65190784258,2010-06-12,1211.0511,Capsuled,2,2.98,4811.11,B,5,1,A,+,False,True,False
6914,Lavínia Aragão,32950746152,2009-10-20,1139.8444,Capsuled,1,4.01,15165.67,X,6,0,AB,+,True,False,False
28533,João Pedro Moraes,93724560125,2008-05-24,670.1249,Covered,4,4.04,15373.78,X,6,0,AB,+,True,False,False
28381,Luna da Cruz,36751894228,2010-04-26,1276.6422,Clinical Done,7,2.53,326.12,B,2,1,B,+,True,False,False
26867,Mariane Teixeira,63851972473,2019-05-02,1265.4824,,4,2.64,1471.32,B,3,1,AB,+,False,True,False
76629,Maria Alice Vieira,34052987683,2014-08-28,831.878,Uncovered,7,2.94,4450.8,DD,4,0,O,-,False,True,False
93708,Eloah Freitas,7128463526,2001-05-07,864.1656,Capsuled,3,3.26,7657.41,DD,5,0,,+,False,True,False
24819,Levi Campos,54932810741,2020-04-19,1273.0259,,2,5.04,25454.65,,7,1,,+,True,False,False
53331,Sra. Julia Duarte,23610954833,2004-08-07,1036.0826,Clinical Done,4,2.89,3907.49,B,4,1,B,-,False,True,False
63382,Emilly da Rosa,62954018720,2015-08-21,797.2046,Clinical Done,10,2.53,297.61,A,2,1,O,+,True,False,False
4543,Lucas Gabriel da Mota,5987316448,2004-05-07,1098.5164,Capsuled,5,4.47,19725.51,B,7,0,AB,+,False,True,False
63283,Ana Vitória Santos,12096857368,2006-01-09,832.716,Capsuled,4,3.73,12296.35,B,6,1,B,+,True,False,False
31295,Thales Freitas,2697843574,2002-05-07,788.2023,Capsuled,2,3.67,11677.06,X,6,1,,+,True,False,False
56678,Dr. Yago Araújo,89234750683,2001-11-03,573.673,Clinical Done,5,3.02,5211.4,CS,5,1,A,+,False,True,False
49298,Vitor Gabriel da Rocha,78295146319,2005-01-06,1073.6563,Clinical Done,8,5.07,25679.89,X,7,0,O,-,True,False,False
88928,Nicole Correia,36905781240,2000-12-12,834.3409,Clinical Done,4,2.66,1612.14,X,3,1,,+,False,True,True
56747,Dr. Igor Barros,12049578601,2007-07-18,801.7022,Covered,6,3.48,9789.86,CS,6,1,B,-,False,True,False
36324,Kaique da Rosa,32190478588,2017-10-23,900.958,Uncovered,5,4.87,23742.06,,7,1,O,+,False,True,False
55527,Lorenzo Lima,58092413606,2003-09-30,1154.2385,Covered,5,2.51,103.13,CS,1,0,O,-,False,True,False
64926,Ana Vitória Dias,31694285006,2014-01-01,977.0446,Clinical Done,5,3.2,7032.73,X,5,1,A,+,False,True,True
53615,Anthony Castro,95304861701,2008-01-12,1179.0947,,6,4.25,17570.27,B,6,1,B,+,False,True,True
95004,Sr. Caio Novaes,46302578108,2001-07-23,973.7858,Capsuled,4,2.87,3771.5,DD,4,1,B,+,True,False,False
24634,Thiago Duarte,45783120979,2021-11-20,1225.4938,Uncovered,3,3.11,6074.82,X,5,0,AB,-,False,True,False
17596,Luiz Felipe Santos,64081792585,2001-08-20,1335.5365,,3,7.47,49733.26,DD,9,1,A,-,False,True,False
21039,Sr. Erick Dias,51973062461,2017-01-03,997.8256,Uncovered,3,3.51,10152.46,X,6,1,B,+,True,False,False
42308,Lavínia da Cunha,56083419700,2016-07-21,985.6315,Clinical Done,6,2.56,652.71,,3,1,O,-,False,True,False
24317,Isadora Araújo,26975831068,2005-09-16,665.582,Uncovered,7,3.27,7723.62,A,5,0,B,-,True,False,False
83286,Srta. Melissa Castro,73045291643,2014-12-01,890.1116,,5,3.59,10900.21,X,6,0,A,-,False,True,False
94496,Rafaela Barbosa,23089567474,2021-04-27,1342.8368,Uncovered,5,4.07,15717.69,,6,0,,+,False,True,False
27954,Catarina Monteiro,90358627400,2016-02-12,1142.8639,Covered,6,2.54,417.19,X,2,0,B,+,False,True,False
61005,Luiz Felipe Ferreira,58349627000,2014-11-15,670.9168,Clinical Done,2,3.12,,,5,0,B,+,False,True,False
12433,Benjamin Dias,69381254060,2007-01-26,793.543,Covered,8,3.13,6321.46,A,5,1,B,-,True,False,False
97012,Levi Rezende,89271504305,2022-11-03,869.6456,Covered,4,2.74,2405.88,DD,4,0,A,-,False,True,True
49494,Lara da Mata,76321480517,2016-08-18,1006.3299,Clinical Done,6,5.51,30118.16,,8,0,AB,-,False,True,False
51666,Dr. Anthony Carvalho,40397812523,2006-07-31,1012.8335,Covered,4,2.55,567.31,B,2,0,A,+,True,False,False
65583,Dr. Raul Viana,34629701869,2003-05-19,989.3433,Clinical Done,4,4.61,21145.62,,7,1,AB,-,True,False,False
38774,Sra. Marcela Monteiro,37518906457,2016-01-14,1077.6557,Uncovered,2,2.8,2977.11,,4,0,AB,-,True,False,False
46471,Kevin Costela,73589012404,2016-04-16,996.5207,Uncovered,9,3.49,9890.73,DD,6,0,B,+,False,True,False
1895,Dra. Ana Carolina da Costa,43671529873,2011-01-08,876.5585,,1,5.2,27049.92,DD,7,1,B,+,True,False,False
45704,Natália Gomes,90647153270,2004-08-21,1042.7177,Uncovered,11,3.9,14034.46,DD,6,0,AB,+,False,True,False
50707,Alice Almeida,57680419310,2008-02-28,464.7947,Uncovered,3,4.83,23332.64,CS,7,0,O,+,True,False,False
98521,Bernardo da Luz,78062135977,2013-09-13,807.5685,Covered,5,3.66,11641.94,CS,6,1,,-,True,False,False
63814,Breno Ramos,14053972841,2009-05-22,966.2549,Capsuled,2,3.57,10691.87,X,6,0,AB,-,True,False,False
91822,Heitor Jesus,58029173695,2009-09-04,1121.5494,Clinical Done,4,3.31,8111.38,DD,5,0,O,+,False,True,True
